Transcript	logFC	logCPM	PValue	FDR
TRINITY_DN5081_c0_g1_i1	-5.61235562484362	7.55266575415925	9.99705132697682e-266	8.5401776673039e-264
TRINITY_DN411_c0_g2_i1	-4.6635037900176	7.91905454487989	1.55590880312857e-262	1.31439718113183e-260
TRINITY_DN318_c0_g2_i1	5.20784702964334	8.18450828556461	8.31223184213705e-260	6.94482403250197e-258
TRINITY_DN4086_c0_g1_i1	5.75040546352548	8.16848901020321	1.46963553743219e-257	1.21452597729314e-255
TRINITY_DN4145_c0_g1_i1	-4.57621713938303	8.2221019796695	1.98054160783389e-257	1.61914600477001e-255
TRINITY_DN1941_c0_g1_i1	4.39378638340292	9.34353782202773	1.49843697879667e-254	1.21198046274373e-252
TRINITY_DN3979_c0_g1_i1	-7.30698710908929	7.16062142819075	6.83772910346727e-254	5.4723425656486e-252
TRINITY_DN1030_c0_g1_i1	-11.8301556070921	6.99875293030602	1.61237248815596e-253	1.27696541952602e-251
TRINITY_DN1917_c0_g1_i1	-4.17338151564159	9.5070377503262	7.89196291452675e-253	6.18583443702545e-251
TRINITY_DN6374_c0_g1_i1	6.72890168502839	8.19230822979659	2.7672701211688e-252	2.1468933399231e-250
TRINITY_DN176_c0_g1_i1	4.47049645188548	7.90874113734063	4.56067782487403e-251	3.5025084345977e-249
TRINITY_DN4134_c0_g1_i1	-3.38101946097523	9.28613326341877	7.64949153902649e-250	5.81590841712184e-248
TRINITY_DN6508_c0_g1_i1	-3.48218821857905	9.29270880914136	1.66538544536436e-248	1.25365599416883e-246
TRINITY_DN6451_c1_g1_i1	-6.73525941279783	7.30655745501308	2.68275910338792e-247	1.99970759441748e-245
TRINITY_DN173_c1_g1_i1	-6.22837629202819	7.14008974612426	1.45811236610177e-246	1.07631342907493e-244
TRINITY_DN5215_c0_g1_i1	3.67101916869028	9.97358053525975	7.49894760554715e-245	5.48216333124759e-243
TRINITY_DN5428_c0_g1_i1	5.1871701436072	7.7813836179006	3.18001741244861e-244	2.30263546541398e-242
TRINITY_DN5469_c0_g1_i1	4.69451526136012	9.8300209127803	9.61289187003781e-244	6.89498272527335e-242
TRINITY_DN6222_c0_g1_i1	4.00994555979744	8.35757467420559	1.07303430437908e-243	7.62456057588235e-242
TRINITY_DN3151_c0_g2_i1	-2.60908925340486	11.2102197848223	1.70856703376503e-239	1.20279955164033e-237
TRINITY_DN384_c0_g1_i1	3.16955476403073	9.43838253362827	7.64486589338887e-239	5.3324693015996e-237
TRINITY_DN3822_c0_g1_i1	3.1520514718276	10.6625554682319	4.33682901682835e-237	2.99753736499509e-235
TRINITY_DN3914_c0_g1_i1	4.13745110670384	8.95809027363935	4.71292781010609e-237	3.22814325587717e-235
TRINITY_DN1757_c0_g1_i1	-4.00097676547594	8.06469373655539	1.13864465388314e-235	7.72956723524419e-234
TRINITY_DN4436_c0_g1_i1	-8.54713084294447	7.29189459605103	5.98337154866309e-233	4.02580299862703e-231
TRINITY_DN6445_c0_g1_i1	-3.2179330896449	9.69692408005121	1.90399227695443e-232	1.26982923523549e-230
TRINITY_DN4264_c0_g1_i1	3.30070902334998	9.72258626631327	5.69958992394326e-231	3.76817236449918e-229
TRINITY_DN9_c0_g2_i1	-4.49705031770245	9.05483389142789	1.42752054652732e-229	9.35641268555795e-228
TRINITY_DN2031_c0_g1_i1	-2.6921093298079	10.3662059346012	5.06622423774413e-229	3.29217973329646e-227
TRINITY_DN5493_c0_g1_i1	4.36656768449685	9.29717550784467	2.19978632074742e-228	1.41737079632565e-226
TRINITY_DN2321_c0_g1_i1	6.33014461602026	8.73766732885944	4.11481476868653e-228	2.62898627616166e-226
TRINITY_DN2840_c0_g1_i1	3.58689064617273	8.57353042067415	2.10643259943386e-227	1.3346005877913e-225
TRINITY_DN1812_c0_g1_i1	-2.69678314906718	10.7406993552307	1.63681566765221e-225	1.02848839017849e-223
TRINITY_DN3945_c0_g1_i1	2.75875233812085	10.5361960823954	1.20683647986679e-223	7.52096537412067e-222
TRINITY_DN173_c0_g1_i1	-3.54781994512767	8.27961745487197	2.66113054311677e-220	1.64492483896885e-218
TRINITY_DN5210_c0_g1_i1	3.28194944756995	11.6889703202574	6.57015874582839e-220	4.02846104391397e-218
TRINITY_DN6362_c0_g1_i1	-4.10735643451865	7.79174441521401	9.54485825990373e-220	5.80556458800385e-218
TRINITY_DN97_c0_g1_i1	-5.74498434015063	6.99721802372814	2.07937030534537e-217	1.25471844694769e-215
TRINITY_DN2921_c0_g1_i1	4.50280960864755	9.52140321284941	4.13468555602271e-217	2.47527671515281e-215
TRINITY_DN5171_c0_g1_i1	-2.81306757802579	10.8821737414461	3.50809083762048e-214	2.08375114362723e-212
TRINITY_DN3213_c0_g1_i1	-7.59314150003955	7.09961991633822	3.96285002433408e-214	2.33562393294667e-212
TRINITY_DN4626_c0_g1_i1	3.45663876746179	8.496814241194	7.4277548345841e-214	4.34409384671869e-212
TRINITY_DN3935_c0_g1_i1	-3.81989222708286	7.93895271184744	9.27624875053362e-214	5.38376482826772e-212
TRINITY_DN333_c1_g1_i1	2.99484421486631	9.29696359562182	3.23984749710107e-212	1.86610306973178e-210
TRINITY_DN153_c0_g1_i1	-5.17996201104838	7.13469778788465	1.16169641778872e-211	6.64088561236663e-210
TRINITY_DN6638_c0_g1_i1	3.60645143376116	8.20766193241287	4.78709731372674e-211	2.71614185643764e-209
TRINITY_DN351_c0_g1_i2	-3.1459983821457	9.63398586447023	2.10927619218739e-210	1.18791310290376e-208
TRINITY_DN535_c0_g1_i1	-4.18792267167432	7.80851648564309	1.21153142726588e-209	6.77299517757535e-208
TRINITY_DN1825_c0_g1_i1	-2.53805709915583	10.9537735388093	1.50013839566813e-209	8.32522060019326e-208
TRINITY_DN3074_c0_g1_i1	4.06422819438731	7.52340114799382	1.65121752728738e-209	9.09725134780141e-208
TRINITY_DN2910_c0_g1_i1	-3.34236263601836	8.70659715077463	2.62595302162771e-209	1.43633962758529e-207
TRINITY_DN2344_c0_g1_i1	6.67044141907745	6.84082970184325	2.16547476294458e-208	1.17600747304769e-206
TRINITY_DN2220_c0_g1_i1	3.62305719173589	9.08366614612392	2.29540060727979e-208	1.23772558986867e-206
TRINITY_DN780_c0_g1_i1	-4.24199066762649	7.63151401250865	5.4123993516588e-208	2.89792058244097e-206
TRINITY_DN6603_c0_g1_i1	-2.71856219401902	10.710379728109	7.57265799788308e-208	4.0262180949584e-206
TRINITY_DN690_c0_g1_i1	-5.99522882815841	7.05361908016353	9.27533270595994e-208	4.89724684468149e-206
TRINITY_DN3970_c0_g1_i1	-3.9209195055509	7.76519322204596	2.07012861383949e-207	1.08546123110494e-205
TRINITY_DN708_c0_g1_i1	3.28535563833671	8.61490871890647	2.20572085611434e-207	1.14863668966009e-205
TRINITY_DN2238_c0_g1_i1	6.34171983110216	7.16044359865497	3.14250576899784e-206	1.62533818787011e-204
TRINITY_DN4430_c0_g1_i1	3.72267771972928	8.1418734151572	9.44023662134048e-206	4.84960263730079e-204
TRINITY_DN5186_c0_g1_i1	8.4263897452317	9.67603686250483	1.71170416009314e-205	8.73428639542827e-204
TRINITY_DN5537_c0_g1_i1	-4.02465340065615	7.54745628978317	4.26834220601672e-204	2.16348038615634e-202
TRINITY_DN504_c0_g1_i1	3.74009661549257	9.27937267762876	6.04476355038286e-204	3.04359849493781e-202
TRINITY_DN5225_c0_g1_i1	3.03933661481313	10.3108862558785	7.90765447605744e-204	3.95538795930689e-202
TRINITY_DN4820_c0_g1_i1	6.70940761705886	7.09429971821673	1.20028962999367e-203	5.96457650773978e-202
TRINITY_DN6222_c1_g1_i1	5.10864475815198	7.35766122128489	2.34624227804035e-203	1.15834285973642e-201
TRINITY_DN5006_c0_g2_i1	-2.65865987863419	9.74784182012968	6.77373893385923e-203	3.32262820091172e-201
TRINITY_DN2101_c0_g1_i1	3.33086985973018	8.63422282199746	9.28821966257407e-203	4.52681628811222e-201
TRINITY_DN3060_c0_g1_i1	-2.55983087963344	9.77552544486014	4.0918292201926e-201	1.98153997204614e-199
TRINITY_DN4694_c0_g1_i1	-6.16392930426375	7.07646592574464	4.33406758396272e-201	2.08556429372586e-199
TRINITY_DN4622_c0_g1_i1	4.93989425622249	7.24946052605206	8.08850816519376e-201	3.86773129433762e-199
TRINITY_DN1767_c0_g1_i1	-3.15082033252846	10.8843477753289	1.51873428675257e-200	7.21683548886236e-199
TRINITY_DN3418_c0_g1_i1	4.45578034436391	7.95460410732162	9.04474506659853e-200	4.27125445598439e-198
TRINITY_DN4465_c0_g1_i1	-3.71578348466327	7.92488750022394	2.59903247710813e-199	1.21978048910204e-197
TRINITY_DN538_c0_g1_i1	3.5334843245505	7.87399948158838	6.78596847085223e-199	3.16525879042267e-197
TRINITY_DN3102_c0_g1_i1	2.67512030139044	10.7879147682072	1.31556576591811e-193	6.09893080382648e-192
TRINITY_DN4127_c0_g1_i1	2.99758331525469	8.68770463438086	1.84907265716338e-193	8.52030267418979e-192
TRINITY_DN5365_c0_g1_i1	-4.77699568500874	7.15488546444725	1.11449310957176e-192	5.10451271811692e-191
TRINITY_DN4449_c0_g1_i1	4.15580754153354	8.52231449897365	1.39406907038736e-192	6.34677074380544e-191
TRINITY_DN32_c0_g1_i1	-3.54851804330419	8.00437036465576	4.66886864220764e-192	2.11294096944671e-190
TRINITY_DN256_c0_g1_i1	2.83530234645581	8.92425628013896	5.87567012817439e-192	2.64335621210118e-190
TRINITY_DN580_c0_g1_i1	3.516444766993	9.14127569480366	2.08291265251222e-191	9.31552052767673e-190
TRINITY_DN3901_c0_g1_i1	-4.15030802655934	7.30839515683407	7.36638471037776e-191	3.2752411083627e-189
TRINITY_DN5022_c0_g1_i1	10.9980725278475	8.77489626428262	2.55457517733469e-190	1.12921134146951e-188
TRINITY_DN5606_c0_g1_i1	2.44573281912444	10.0865090389913	1.76178790732825e-189	7.74270142162815e-188
TRINITY_DN5405_c0_g1_i1	3.87017636191701	7.71304185549807	3.39135843088292e-189	1.48186770977028e-187
TRINITY_DN3951_c0_g2_i1	-5.31411060278896	6.79591542459971	4.90434714728706e-189	2.13072864918991e-187
TRINITY_DN1598_c0_g1_i1	4.25117518650474	8.828627013339	1.40440298005941e-188	6.06686128260892e-187
TRINITY_DN640_c0_g1_i1	-3.73374564820617	7.7181562457219	4.1682166466401e-188	1.79044921832795e-186
TRINITY_DN2726_c0_g1_i1	-3.63347167610148	8.64791684826604	1.48192601958873e-186	6.32982220614221e-185
TRINITY_DN2797_c0_g1_i1	-2.4154808745219	10.119202345697	1.06639329615547e-185	4.52949063165925e-184
TRINITY_DN676_c0_g1_i1	-2.57739912998762	10.1970565028413	2.63123903431611e-185	1.11140613210586e-183
TRINITY_DN5111_c0_g1_i1	2.49174291208095	9.38509867776763	1.07194734527077e-184	4.5027710862396e-183
TRINITY_DN2751_c0_g1_i1	4.74823748885305	9.3732440287419	3.68013596498584e-183	1.5373666891092e-181
TRINITY_DN5380_c0_g1_i1	-3.30148058298883	8.28709208827097	3.70487936387799e-183	1.53924578161554e-181
TRINITY_DN1698_c0_g1_i1	-6.09721392798664	6.58731666477204	5.81340815807296e-183	2.40213816444721e-181
TRINITY_DN2272_c0_g1_i1	6.02672560502315	6.8507269706677	3.27188797743131e-182	1.34465752931947e-180
TRINITY_DN3862_c0_g1_i1	-2.76493015515269	11.8974260318853	1.01982309650114e-181	4.16866397994523e-180
TRINITY_DN899_c0_g1_i1	4.88401861210579	7.98568386845899	1.46065925975307e-181	5.93871248764844e-180
TRINITY_DN5492_c0_g1_i1	-3.02177930683998	8.87608937558259	2.86756968163043e-181	1.15968788773597e-179
TRINITY_DN4491_c0_g1_i1	-4.59774226040096	6.87240178088654	6.14676348055026e-181	2.47269009220231e-179
TRINITY_DN4447_c0_g1_i1	3.0275848430911	8.32038858202019	1.06959051546403e-179	4.2800508889858e-178
TRINITY_DN647_c0_g1_i1	3.20177348128096	9.87620793400183	4.03096983596888e-178	1.604579249365e-176
TRINITY_DN2789_c0_g1_i1	2.76387399801356	9.21030667417392	5.16525130365802e-178	2.0453857115475e-176
TRINITY_DN247_c0_g1_i1	4.04426789153803	7.978508956092	5.12531257879703e-177	2.01905448376134e-175
TRINITY_DN4033_c0_g1_i1	3.1912291566177	7.89127021489341	1.33855569885461e-176	5.24589638061423e-175
TRINITY_DN1799_c0_g1_i1	-3.32441529224335	7.79513707011656	6.25059707176956e-173	2.43709177111097e-171
TRINITY_DN5100_c0_g1_i1	4.13867375576364	7.12598880528869	1.12207149098741e-171	4.35260691121291e-170
TRINITY_DN1140_c0_g1_i1	-5.79401417121301	6.71899564187106	1.34428111603753e-171	5.18810625646361e-170
TRINITY_DN4193_c0_g1_i1	3.82190067765372	9.86547674012157	1.9330643928172e-171	7.42277200938847e-170
TRINITY_DN4302_c0_g1_i1	4.34832572003527	7.27126512548158	3.04437759975702e-170	1.16313582366596e-168
TRINITY_DN6655_c0_g1_i1	3.65712221284366	9.26004977116045	2.6892753868562e-169	1.02232803831338e-167
TRINITY_DN5004_c0_g1_i1	-2.39533066293515	9.34979616445116	5.55038311344983e-169	2.09948073689349e-167
TRINITY_DN3209_c0_g1_i1	-3.39346910680877	7.5394365630671	5.31334917924441e-168	1.99987098068293e-166
TRINITY_DN4411_c0_g1_i1	-4.97692410712053	6.66207942105648	3.26238992670041e-167	1.2218694883105e-165
TRINITY_DN545_c0_g1_i1	2.68731354142138	9.36847733990709	4.48388996844527e-167	1.67112820735732e-165
TRINITY_DN2708_c0_g1_i1	2.39180550320125	10.3850290924219	1.13415729343667e-166	4.2063404399995e-165
TRINITY_DN1031_c0_g1_i1	2.93013959968124	8.81031103351267	1.83058308242802e-166	6.75627338626226e-165
TRINITY_DN622_c0_g1_i1	-2.33522679715338	9.50234367267158	4.25724454310655e-166	1.5636632976444e-164
TRINITY_DN1007_c0_g1_i1	-5.45873976011282	6.46676607372947	1.08165871507847e-165	3.95377462054884e-164
TRINITY_DN4554_c0_g1_i1	-3.62806458540954	7.53694317039482	1.31379509161225e-165	4.77932252704687e-164
TRINITY_DN2043_c0_g1_i1	-2.99872561708714	7.9959058362703	2.46486996849896e-165	8.92400303357028e-164
TRINITY_DN1785_c0_g1_i1	-5.15035246910387	6.78359000723535	5.18089218272348e-165	1.86683996517756e-163
TRINITY_DN1954_c0_g1_i1	4.04394112139214	7.1686915689858	1.05467695269683e-164	3.7824098449783e-163
TRINITY_DN6183_c0_g1_i1	-3.84182206402664	7.07024068818573	1.33555166035028e-164	4.76722970593576e-163
TRINITY_DN751_c0_g1_i1	4.16725005275301	7.43420131727093	1.54330141927163e-164	5.48304705173933e-163
TRINITY_DN1578_c0_g1_i1	5.91764144470226	6.41282215951218	1.58934705896766e-164	5.62037473922377e-163
TRINITY_DN811_c0_g1_i1	3.25445359513323	8.85166568800836	5.9012641161464e-164	2.07719032754912e-162
TRINITY_DN1152_c0_g1_i1	-5.43790761714166	6.57975180427738	1.59599578886173e-163	5.59186911645886e-162
TRINITY_DN4565_c0_g1_i1	-4.69855070127178	6.71149521558807	1.94549708117923e-163	6.78514417807602e-162
TRINITY_DN6614_c0_g1_i1	3.26212104133578	7.75905693823038	2.41641707879378e-163	8.38904979455212e-162
TRINITY_DN209_c0_g1_i1	-3.20087192908765	8.3815540063395	8.43295701267657e-160	2.91435328033545e-158
TRINITY_DN1836_c0_g1_i1	-3.37994351771943	7.75501120098444	1.22329583645587e-159	4.20846979392489e-158
TRINITY_DN5680_c0_g1_i1	-2.30910838091411	10.8429009986519	5.95363636636111e-159	2.03898636456953e-157
TRINITY_DN324_c0_g2_i1	-4.1886500521708	6.93746270523326	6.14715157255302e-159	2.09582033211303e-157
TRINITY_DN432_c0_g1_i1	-2.14331995660865	12.2349336341008	1.39044621838837e-158	4.71944758857447e-157
TRINITY_DN1939_c0_g1_i1	3.42074891703505	7.21865697993536	1.6575578268271e-158	5.60107206994064e-157
TRINITY_DN5010_c0_g1_i1	-3.92813859658236	8.3117953912126	4.13784870773279e-158	1.39203821791559e-156
TRINITY_DN5259_c0_g1_i1	-2.84280741153569	10.8811611879293	1.57876602866418e-157	5.28782295856112e-156
TRINITY_DN3547_c0_g1_i1	-3.85739948781625	7.74032462534046	5.67010255631204e-157	1.89078025156318e-155
TRINITY_DN1113_c0_g1_i1	3.13324498944729	8.84680787376333	1.04392266625732e-156	3.46591442425957e-155
TRINITY_DN6368_c0_g1_i1	-2.83075959990621	8.28578291358433	3.12025761048245e-155	1.031448635326e-153
TRINITY_DN1929_c0_g1_i1	-3.00079023333399	7.75910471515142	5.36768560177653e-155	1.76668890174489e-153
TRINITY_DN5219_c0_g1_i1	-2.10489942395407	10.2308857787726	4.45834317255904e-154	1.46106823883476e-152
TRINITY_DN659_c0_g1_i1	-2.53870734978446	8.84452426278656	1.88163763072166e-152	6.13995317870247e-151
TRINITY_DN2712_c0_g1_i1	4.41335995101196	6.89697133250368	3.44517530092554e-152	1.11938751337337e-150
TRINITY_DN2115_c0_g1_i1	-2.37562814582964	9.86656164662215	1.04061751528398e-151	3.36672977391664e-150
TRINITY_DN3101_c0_g1_i1	-2.82322208624847	8.00595542866784	1.17522766603387e-151	3.78612540036251e-150
TRINITY_DN6600_c0_g1_i1	3.64344050753903	7.78107795319712	1.41300925633198e-151	4.53295754257049e-150
TRINITY_DN5576_c0_g1_i1	2.35937274160788	9.45508183287966	3.68962176557887e-151	1.17866362536538e-149
TRINITY_DN5165_c0_g1_i1	-2.24809188043557	10.3747509926056	4.83901075224104e-151	1.53937233260622e-149
TRINITY_DN6337_c0_g1_i1	3.09511700673448	9.01146554369822	1.32728431498348e-150	4.20472610284141e-149
TRINITY_DN2290_c0_g1_i1	-2.7728859453019	8.87006918423067	1.82927845543715e-150	5.77095605671728e-149
TRINITY_DN767_c0_g1_i1	-2.46713414379283	10.3703130184645	9.15434975726657e-150	2.87605459522718e-148
TRINITY_DN3026_c0_g1_i1	2.86536463140301	11.1732658337772	3.58281097857255e-149	1.12099225802827e-147
TRINITY_DN2786_c0_g1_i1	-3.16832335362112	7.38716745901903	1.64987716853623e-148	5.14099020999221e-147
TRINITY_DN7228_c0_g1_i1	7.09523195211572	7.00570932346743	2.12032554284198e-148	6.57993269478678e-147
TRINITY_DN1867_c0_g1_i1	-2.34558099282924	11.8430710602774	2.31577778140495e-148	7.15725954147229e-147
TRINITY_DN4263_c0_g1_i1	-2.97948518810071	7.70499888281836	2.75531859815933e-148	8.48124991975926e-147
TRINITY_DN1675_c0_g1_i1	2.32946556118097	9.56435026164981	2.95864021297441e-148	9.07037965292113e-147
TRINITY_DN3054_c0_g1_i1	-4.90721307131785	6.35660433608937	3.45341597396545e-148	1.05447074899837e-146
TRINITY_DN1211_c0_g1_i1	4.06778769423458	7.77856542980919	6.79265953266657e-148	2.06578361707456e-146
TRINITY_DN6304_c0_g1_i1	2.5027321421353	9.82645983270835	1.36622920655636e-147	4.13842257268846e-146
TRINITY_DN1905_c0_g1_i1	-2.26050570626967	10.499679947067	4.15527431755715e-147	1.25367264430107e-145
TRINITY_DN482_c0_g1_i1	3.29508823096954	7.85719127164986	1.19067677278691e-146	3.57814842035529e-145
TRINITY_DN2898_c0_g1_i1	-3.95979616581734	7.31279446418286	1.77752603298059e-146	5.32068127116199e-145
TRINITY_DN1979_c0_g1_i1	-2.72297716970735	8.32196302049535	2.13148623588845e-146	6.35517249076858e-145
TRINITY_DN5009_c0_g1_i1	-4.36122831066256	6.52584519777725	6.467751105125e-146	1.92087154891662e-144
TRINITY_DN594_c0_g1_i1	-3.82503736039651	6.92439285238856	1.16069252125261e-145	3.43375301131657e-144
TRINITY_DN1720_c0_g1_i1	-4.6941824993371	6.59583114328182	1.39333156240333e-144	4.10600770114439e-143
